,Title,Genre,Director,Actors,Plot
776,Smultronstället,"Drama, Romance            ",Ingmar Bergman,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand']","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
777,Slow West,"Action, Adventure, Drama            ",John Maclean,"['Kodi Smit-McPhee', 'Caren Pistorius', 'Aorere Paki', 'Jeffrey Thomas']","A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide."
778,J'ai perdu mon corps,"Animation, Drama, Fantasy            ",Jérémy Clapin,"['Hakim Faris', 'Victoire Du Bois', ""Patrick d'Assumçao"", 'Alfonso Arfi']","A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again."
779,68 Kill,"Comedy, Crime, Romance            ",Trent Haaga,"['Matthew Gray Gubler', 'AnnaLynne McCord', 'Alisha Boe', 'Sheila Vand']","A punk-rock after hours about femininity, masculinity and the theft of $68,000."
780,Working Girl,"Comedy, Drama, Romance            ",Mike Nichols,"['Melanie Griffith', 'Harrison Ford', 'Sigourney Weaver', 'Alec Baldwin']","When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job."
781,Every Day,"Drama, Fantasy, Romance            ",Michael Sucsy,"['Angourie Rice', 'Justice Smith', 'Debby Ryan', 'Jeni Ross']",A shy teenager falls for a spirit who wakes up in the body of a different person every morning.
782,Deuce Bigalow: Male Gigolo,"Comedy, Romance            ",Mike Mitchell,"['Rob Schneider', 'William Forsythe', 'Eddie Griffin', 'Arija Bareikis']","An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself."
783,Teen Witch,"Comedy, Fantasy, Romance            ",Dorian Walker,"['Robyn Lively', 'Dan Gauthier', 'Joshua John Miller', 'Caren Kaye']","High school misfit Louise, at a loss for romance, discovers magical abilities, but the teenage witch finds that she cannot conjure herself true love, so what?"
784,The Big Wedding,"Comedy, Drama, Romance            ",Justin Zackham,"['Robert De Niro', 'Diane Keaton', 'Katherine Heigl', 'Amanda Seyfried']",A long-divorced couple fakes being married as their family unites for a wedding.
785,The Man with Two Brains,"Comedy, Romance, Sci-Fi            ",Carl Reiner,"['Steve Martin', 'Kathleen Turner', 'David Warner', 'Paul Benedict']","A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain."
786,Step Up 3D,"Drama, Music, Romance            ",Jon M. Chu,"['Sharni Vinson', 'Rick Malambri', 'Adam Sevani', 'Alyson Stoner']",A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.
787,The Nutty Professor,"Comedy, Romance, Sci-Fi            ",Tom Shadyac,"['Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn', 'Larry Miller']",Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.
788,Shao nian de ni,"Crime, Drama, Family            ",Derek Tsang,"['Dongyu Zhou', 'Jackson Yee', 'Fang Yin', 'Jue Huang']","A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, all while she copes with the pressures of her final examinations."
789,Solaris,"Drama, Mystery, Romance            ",Steven Soderbergh,"['George Clooney', 'Natascha McElhone', 'Ulrich Tukur', 'Viola Davis']",A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.
790,Monte Carlo,"Adventure, Comedy, Family            ",Thomas Bezucha,"['Selena Gomez', 'Leighton Meester', 'Katie Cassidy', 'Cory Monteith']",Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.
791,Better Luck Tomorrow,"Crime, Drama, Romance            ",Justin Lin,"['Parry Shen', 'Jason Tobin', 'Sung Kang', 'Shirley Anderson']",A group of over-achieving Asian-American high school seniors enjoy a power trip when they dip into extra-curricular criminal activities.
792,She's Gotta Have It,"Comedy, Romance            ",Spike Lee,"['Tracy Camilla Johns', 'Tommy Redmond Hicks', 'John Canada Terrell', 'Spike Lee']",Story of a woman and her three lovers.
793,Spread,"Comedy, Drama, Romance            ",David Mackenzie,"['Ashton Kutcher', 'Anne Heche', 'Margarita Levieva', 'Sebastian Stan']",A sex comedy centered on a serial womanizer and his jilted lover.
794,"Everything, Everything","Drama, Romance            ",Stella Meghie,"['Amandla Stenberg', 'Nick Robinson', 'Anika Noni Rose', 'Ana de la Reguera']",A teenager who's spent her whole life confined to her home falls for the boy next door.
795,Thelma,"Drama, Fantasy, Horror            ",Joachim Trier,"['Eili Harboe', 'Kaya Wilkins', 'Henrik Rafaelsen', 'Ellen Dorrit Petersen']",A confused religious girl tries to deny her feelings for a female friend who's in love with her. This causes her suppressed subconsciously-controlled psychokinetic powers to reemerge with devastating results.
796,Jungle Fever,"Drama, Romance            ",Spike Lee,"['Wesley Snipes', 'Annabella Sciorra', 'Spike Lee', 'Ossie Davis']",Friends and family of a married black architect react in different ways to his affair with an Italian secretary.
797,En man som heter Ove,"Comedy, Drama, Romance            ",Hannes Holm,"['Rolf Lassgård', 'Bahar Pars', 'Filip Berg', 'Ida Engvoll']","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
798,Adventureland,"Comedy, Drama, Romance            ",Greg Mottola,"['Jesse Eisenberg', 'Kristen Stewart', 'Ryan Reynolds', 'Martin Starr']","In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world."
799,Wanderlust,"Comedy, Romance            ",David Wain,"['Jennifer Aniston', 'Paul Rudd', 'Malin Akerman', 'Justin Theroux']","Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules."
800,Dan in Real Life,"Comedy, Drama, Romance            ",Peter Hedges,"['Steve Carell', 'Juliette Binoche', 'Dane Cook', 'Alison Pill']",A widower finds out the woman he fell in love with is his brother's girlfriend.
801,Rumble Fish,"Crime, Drama, Romance            ",Francis Ford Coppola,"['Matt Dillon', 'Mickey Rourke', 'Diane Lane', 'Dennis Hopper']","Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on."
802,All About Steve,"Comedy, Romance            ",Phil Traill,"['Sandra Bullock', 'Bradley Cooper', 'Thomas Haden Church', 'Ken Jeong']","Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together."
803,Effie Gray,"Biography, Drama, Romance            ",Richard Laxton,"['Dakota Fanning', 'Greg Wise', 'Tom Sturridge', 'Emma Thompson']","A look at the scandalous love triangle between Victorian art critic John Ruskin (Greg Wise), his teenage bride Euphemia ""Effie"" Gray (Dakota Fanning), and Pre-Raphaelite painter John Everett Millais (Tom Sturridge)."
804,It Happened One Night,"Comedy, Romance            ",Frank Capra,"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns']",A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.
805,Miss Pettigrew Lives for a Day,"Comedy, Romance            ",Bharat Nalluri,"['Frances McDormand', 'Amy Adams', 'Ciarán Hinds', 'David Alexander']","Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse."
806,Doc Hollywood,"Comedy, Drama, Romance            ",Michael Caton-Jones,"['Michael J. Fox', 'Julie Warner', 'Barnard Hughes', 'Woody Harrelson']",A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.
807,The Sure Thing,"Comedy, Drama, Romance            ",Rob Reiner,"['John Cusack', 'Daphne Zuniga', 'Anthony Edwards', 'Boyd Gaines']","Walter Gibson is a university freshman going through a dry spell. His old buddy arranges a ""sure thing"" for him in California. Gibson and his classmate Allison then take a long road trip out to Cali, and both foil each other's plans."
808,Intimacy,"Drama, Romance            ",Patrice Chéreau,"['Mark Rylance', 'Kerry Fox', 'Susannah Harker', 'Alastair Galbraith']","A failed London musician meets once a week with a woman for a series of intense sexual encounters to get away from the realities of life. But when he begins inquiring about her, it puts their relationship at risk."
809,Der Himmel über Berlin,"Drama, Fantasy, Romance            ",Wim Wenders,"['Bruno Ganz', 'Solveig Dommartin', 'Otto Sander', 'Curt Bois']",An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.
810,You Again,"Comedy, Romance            ",Andy Fickman,"['Kristen Bell', 'Odette Annable', 'Sigourney Weaver', 'Jamie Lee Curtis']","When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors."
811,The Family Man,"Comedy, Drama, Fantasy            ",Brett Ratner,"['Nicolas Cage', 'Téa Leoni', 'Don Cheadle', 'Jeremy Piven']","A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife."
812,Girls Just Want to Have Fun,"Comedy, Music, Romance            ",Alan Metter,"['Biff Yeager', 'Kristi Somers', 'Richard Blade', 'Ian Michael Giatti']","Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and ""Dance TV"" in particular."
813,Be Cool,"Comedy, Crime, Drama            ",F. Gary Gray,"['John Travolta', 'Uma Thurman', 'Dwayne Johnson', 'Vince Vaughn']","Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive on the way."
814,Grumpy Old Men,"Comedy, Drama, Romance            ",Donald Petrie,"['Jack Lemmon', 'Walter Matthau', 'Ann-Margret', 'Burgess Meredith']",A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.
815,Paint Your Wagon,"Comedy, Drama, Musical            ",Joshua Logan,"['Lee Marvin', 'Clint Eastwood', 'Jean Seberg', 'Harve Presnell']",Two unlikely prospector partners share the same wife in a California gold rush mining town.
816,Crossroads,"Comedy, Drama, Romance            ",Tamra Davis,"['Britney Spears', 'Anson Mount', 'Zoe Saldana', 'Taryn Manning']","Three childhood best friends, and a guy they just met, take a road trip across the country, finding themselves and their friendship in the process."
817,Trois couleurs: Rouge,"Drama, Mystery, Romance            ",Krzysztof Kieslowski,"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit']",A model discovers a retired judge is keen on invading people's privacy.
818,Girl with a Pearl Earring,"Biography, Drama, Romance            ",Peter Webber,"['Scarlett Johansson', 'Colin Firth', 'Tom Wilkinson', 'Judy Parfitt']",A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.
819,The Ultimate Gift,"Drama, Family, Romance            ",Michael O. Sajbel,"['Drew Fuller', 'James Garner', 'Abigail Breslin', 'Bill Cobbs']","A deceased billionaire leaves his spoiled adult grandson a series of odd tasks to perform in order to receive ""the ultimate gift,"" with the resentful grandson having no idea what that might be."
820,Howards End,"Drama, Romance            ",James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'Vanessa Redgrave', 'Helena Bonham Carter']",A businessman thwarts his wife's bequest of an estate to another woman.
