,Title,Genre,Director,Actors,Plot
108,Clue,"Comedy, Crime, Mystery            ",Jonathan Lynn,"['Eileen Brennan', 'Tim Curry', 'Madeline Kahn', 'Christopher Lloyd']","Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up."
109,The Disaster Artist,"Biography, Comedy, Drama            ",James Franco,"['James Franco', 'Dave Franco', 'Ari Graynor', 'Seth Rogen']","When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true."
110,The Nice Guys,"Action, Comedy, Crime            ",Shane Black,"['Russell Crowe', 'Ryan Gosling', 'Angourie Rice', 'Matt Bomer']","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star."
111,Ant-Man,"Action, Adventure, Comedy            ",Peyton Reed,"['Paul Rudd', 'Michael Douglas', 'Corey Stoll', 'Evangeline Lilly']","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world."
112,Murder Mystery,"Action, Comedy, Crime            ",Kyle Newacheck,"['Adam Sandler', 'Jennifer Aniston', 'Luke Evans', 'Terence Stamp']","A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire."
113,"O Brother, Where Art Thou?","Adventure, Comedy, Crime            ",Joel Coen,"['Ethan Coen', 'George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman']","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
114,Happy Gilmore,"Comedy, Sport            ",Dennis Dugan,"['Adam Sandler', 'Christopher McDonald', 'Julie Bowen', 'Frances Bay']",A rejected hockey player puts his skills to the golf course to save his grandmother's house.
115,Couples Retreat,Comedy            ,Peter Billingsley,"['Vince Vaughn', 'Malin Akerman', 'Jon Favreau', 'Jason Bateman']","A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional."
116,Home Alone,"Comedy, Family            ",Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard']",An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
117,Cars,"Animation, Comedy, Family            ",John Lasseter,"['Joe Ranft', 'Owen Wilson', 'Bonnie Hunt', 'Paul Newman', 'Larry the Cable Guy']","A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family."
118,Long Shot,"Comedy, Romance            ",Jonathan Levine,"['Charlize Theron', 'Seth Rogen', 'June Diane Raphael', ""O'Shea Jackson Jr.""]","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly."
119,Inside Out,"Animation, Adventure, Comedy            ",Pete Docter,"['Ronnie Del Carmen', 'Amy Poehler', 'Bill Hader', 'Lewis Black', 'Mindy Kaling']","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school."
120,Adventures in Babysitting,"Adventure, Comedy, Crime            ",Chris Columbus,"['Elisabeth Shue', 'Maia Brewton', 'Keith Coogan', 'Anthony Rapp']",A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.
121,Fighting with My Family,"Biography, Comedy, Drama            ",Stephen Merchant,"['Dwayne Johnson', 'Lena Headey', 'Vince Vaughn', 'Florence Pugh']",A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.
122,The Lovebirds,"Action, Comedy, Crime            ",Michael Showalter,"['Issa Rae', 'Kumail Nanjiani', 'Paul Sparks', 'Anna Camp']",A couple (Issa Rae and Kumail Nanjiani) experiences a defining moment in their relationship when they are unintentionally embroiled in a murder mystery.
123,Mamma Mia!,"Comedy, Musical, Romance            ",Phyllida Lloyd,"['Meryl Streep', 'Pierce Brosnan', 'Amanda Seyfried', 'Stellan Skarsgård']",The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.
124,Kingsman: The Golden Circle,"Action, Adventure, Comedy            ",Matthew Vaughn,"['Taron Egerton', 'Colin Firth', 'Mark Strong', 'Channing Tatum']","After the Kingsman's headquarters are destroyed and the world is held hostage, an allied spy organisation in the United States is discovered. These two elite secret organisations must band together to defeat a common enemy."
125,RED,"Action, Comedy, Crime            ",Robert Schwentke,"['Bruce Willis', 'Helen Mirren', 'Morgan Freeman', 'Mary-Louise Parker']","When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants."
126,Love Actually,"Comedy, Drama, Romance            ",Richard Curtis,"['Hugh Grant', 'Martine McCutcheon', 'Liam Neeson', 'Laura Linney']","Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England."
127,La vita è bella,"Comedy, Drama, Romance            ",Roberto Benigni,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano']","When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
128,Shirley Valentine,"Comedy, Drama, Romance            ",Lewis Gilbert,"['Pauline Collins', 'Tom Conti', 'Julia McKenzie', 'Alison Steadman']","Shirley is a 42-year-old Liverpudlian bored housewife, who takes a holiday trip to Greece, meeting a local man who bolsters her self-confidence. She evolves and transforms to the point of finally being unrecognizable by her husband."
129,10 Things I Hate About You,"Comedy, Drama, Romance            ",Gil Junger,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt', 'Larisa Oleynik']","A pretty, popular teenager can't go out on a date until her ill-tempered older sister does."
130,Babyteeth,"Comedy, Drama            ",Shannon Murphy,"['Eliza Scanlen', 'Michelle Lotters', 'Toby Wallace', 'Sora Wakaki']","Milla, a seriously ill teenager falls in love with a drug dealer, Moses, her parents worst nightmare."
131,"Crazy, Stupid, Love.","Comedy, Drama, Romance            ",Glenn Ficarra,"['John Requa', 'Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone']","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
132,My Cousin Vinny,"Comedy, Crime            ",Jonathan Lynn,"['Joe Pesci', 'Marisa Tomei', 'Ralph Macchio', 'Mitchell Whitfield']","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
133,Pretty in Pink,"Comedy, Drama, Romance            ",Howard Deutch,"['Molly Ringwald', 'Jon Cryer', 'Harry Dean Stanton', 'Annie Potts']",A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.
134,About Time,"Comedy, Drama, Fantasy            ",Richard Curtis,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy', 'Lydia Wilson']","At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
135,Men in Black: International,"Action, Adventure, Comedy            ",F. Gary Gray,"['Chris Hemsworth', 'Tessa Thompson', 'Kumail Nanjiani', 'Rebecca Ferguson']","The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest threat to date: a mole in the Men in Black organization."
136,Ratatouille,"Animation, Adventure, Comedy            ",Brad Bird,"['Jan Pinkava', 'Brad Garrett', 'Lou Romano', 'Patton Oswalt', 'Ian Holm']",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.
137,The Dead Don't Die,"Comedy, Fantasy, Horror            ",Jim Jarmusch,"['Bill Murray', 'Adam Driver', 'Tom Waits', 'Chloë Sevigny']",The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.
138,Scooby-Doo,"Adventure, Comedy, Family            ",Raja Gosnell,"['Matthew Lillard', 'Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Linda Cardellini']","After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on."
139,Not Another Teen Movie,Comedy            ,Joel Gallen,"['Chyler Leigh', 'Jaime Pressly', 'Chris Evans', 'Eric Christian Olsen']",A sendup of all the teen movies that have accumulated in the past two decades.
140,Logan Lucky,"Comedy, Crime, Drama            ",Steven Soderbergh,"['Channing Tatum', 'Adam Driver', 'Daniel Craig', 'Farrah Mackenzie']",Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.
141,An Evening with Beverly Luff Linn,"Comedy, Crime            ",Jim Hosking,"['Aubrey Plaza', 'Emile Hirsch', 'Jemaine Clement', 'Matt Berry']","Lulu Danger's unsatisfying marriage takes a turn for the worse when a mysterious man from her past comes to town to perform an event called ""An Evening With Beverly Luff Linn; For One Magical Night Only."""
142,Jerry Maguire,"Comedy, Drama, Romance            ",Cameron Crowe,"['Tom Cruise', 'Cuba Gooding Jr.', 'Renée Zellweger', 'Kelly Preston']","When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
143,Good Boys,"Adventure, Comedy            ",Gene Stupnitsky,"['Jacob Tremblay', 'Keith L. Williams', 'Brady Noon', 'Molly Gordon']","Three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs, being hunted by teenage girls, and trying to make their way home in time for a long-awaited party."
144,A Thousand Words,"Comedy, Drama            ",Brian Robbins,"['Eddie Murphy', 'Cliff Curtis', 'Kerry Washington', 'Clark Duke']","After stretching the truth on a deal with a spiritual guru, literary agent Jack McCall finds a Bodhi tree on his property. Its appearance holds a valuable lesson on the consequences of every word he speaks."
145,The Lost Boys,"Comedy, Horror            ",Joel Schumacher,"['Jason Patric', 'Corey Haim', 'Dianne Wiest', 'Barnard Hughes']","After moving to a new town, two brothers discover that the area is a haven for vampires."
146,We're the Millers,"Comedy, Crime            ",Rawson Marshall Thurber,"['Jason Sudeikis', 'Jennifer Aniston', 'Emma Roberts', 'Ed Helms']",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.
147,The Girl Next Door,"Comedy, Drama, Romance            ",Luke Greenfield,"['Emile Hirsch', 'Nicholas Downs', 'Elisha Cuthbert', 'Timothy Olyphant']",A teenager's dreams come true when a former porn star moves in next door and they fall in love.
148,Paul,"Adventure, Comedy, Sci-Fi            ",Greg Mottola,"['Simon Pegg', 'Nick Frost', 'Seth Rogen', 'Mia Stallard']",Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.
149,The Ballad of Buster Scruggs,"Comedy, Drama, Musical            ",Ethan Coen,"['Joel Coen', 'Tim Blake Nelson', 'Willie Watson', 'Clancy Brown', 'Danny McCarthy']","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters."
150,Hook,"Adventure, Comedy, Family            ",Steven Spielberg,"['Dustin Hoffman', 'Robin Williams', 'Julia Roberts', 'Bob Hoskins']","When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy."
151,Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama            ",Alejandro G. Iñárritu,"['Michael Keaton', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough']","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
