,Title,Genre,Director,Actors,Plot
694,Clockers,"Crime, Drama, Mystery            ",Spike Lee,"['Harvey Keitel', 'John Turturro', 'Delroy Lindo', 'Mekhi Phifer']","Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them."
695,Vantage Point,"Action, Crime, Drama            ",Pete Travis,"['Dennis Quaid', 'Forest Whitaker', 'Matthew Fox', 'Bruce McGill']",The attempted assassination of the American President is told and re-told from several different perspectives.
696,Above the Law,"Action, Crime, Drama            ",Andrew Davis,"['Steven Seagal', 'Pam Grier', 'Henry Silva', 'Ron Dean']","A former Special Operations Vietnam vet works as a Chicago cop, and uncovers C.I.A. wrongdoing."
697,The Gallows,"Horror, Mystery, Sci-Fi            ",Travis Cluff,"['Chris Lofing', 'Reese Mishler', 'Pfeifer Brown', 'Ryan Shoos', 'Cassidy Gifford']","20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone."
698,"Suddenly, Last Summer","Drama, Mystery, Thriller            ",Joseph L. Mankiewicz,"['Elizabeth Taylor', 'Katharine Hepburn', 'Montgomery Clift', 'Albert Dekker']",A surgeon is assigned the case of a young woman whose aunt wants her lobotomized to cover up a family secret.
699,Voice from the Stone,"Drama, Mystery, Thriller            ",Eric D. Howell,"['Emilia Clarke', 'Marton Csokas', 'Caterina Murino', 'Remo Girone']","Set in 1950s Tuscany, Voice from the Stone is the haunting and suspenseful story of Verena, a solemn nurse drawn to aid a young boy who has fallen silent since the sudden passing of his mother."
700,The Invisible,"Crime, Drama, Fantasy            ",David S. Goyer,"['Justin Chatwin', 'Margarita Levieva', 'Marcia Gay Harden', 'Chris Marquette']",A teenager is left invisible to the living after an attack.
701,Valentine,"Horror, Mystery, Thriller            ",Jamie Blanks,"['Denise Richards', 'David Boreanaz', 'Marley Shelton', 'Jessica Capshaw']",Five women are stalked by an unknown assailant while preparing for Valentine's Day.
702,Boxing Helena,"Drama, Mystery, Romance            ",Jennifer Lynch,"['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton', 'Kurtwood Smith']","A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion."
703,Hide and Seek,"Drama, Horror, Mystery            ",John Polson,"['Robert De Niro', 'Dakota Fanning', 'Famke Janssen', 'Elisabeth Shue']","As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace, at first, in her imaginary friend."
704,In Darkness,"Mystery, Thriller            ",Anthony Byrne,"['Natalie Dormer', 'Ed Skrein', 'Joely Richardson', 'Emily Ratajkowski']",A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.
705,When a Stranger Calls,"Horror, Mystery, Thriller            ",Fred Walton,"['Carol Kane', 'Charles Durning', 'Rutanya Alda', 'Carmen Argenziano']","A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again."
706,Buster's Mal Heart,"Drama, Mystery, Thriller            ",Sarah Adina Smith,"['Rami Malek', 'DJ Qualls', 'Kate Lyn Sheil', 'Sukha Belle Potter']",A family man's chance encounter with a conspiracy-obsessed drifter leaves him on the run from the police and an impending event known as the Inversion.
707,Sky Captain and the World of Tomorrow,"Action, Adventure, Mystery            ",Kerry Conran,"['Gwyneth Paltrow', 'Jude Law', 'Angelina Jolie', 'Giovanni Ribisi']","After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world."
708,Crossroads,"Drama, Music, Mystery            ",Walter Hill,"['Ralph Macchio', 'Joe Seneca', 'Jami Gertz', 'Joe Morton']","Ralph Macchio is Lightning Boy. A kid who can make a slide guitar sing. Blind Dog is an old pro who knows it. Together, they're headed to a place where deals are made. And legends are born."
709,Blindness,"Drama, Mystery, Sci-Fi            ",Fernando Meirelles,"['Julianne Moore', 'Mark Ruffalo', 'Gael García Bernal', 'Yûsuke Iseya']",A city is ravaged by an epidemic of instant white blindness.
710,Gorky Park,"Crime, Drama, Mystery            ",Michael Apted,"['William Hurt', 'Lee Marvin', 'Brian Dennehy', 'Ian Bannen']",A Moscow police officer investigates a vicious triple homicide and stumbles upon a high-level international political conspiracy.
711,Don't Knock Twice,"Drama, Fantasy, Horror            ",Caradog W. James,"['Katee Sackhoff', 'Lucy Boynton', 'Richard Mylan', 'Nick Moran']",A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.
712,Malice,"Crime, Mystery, Thriller            ",Harold Becker,"['Alec Baldwin', 'Nicole Kidman', 'Bill Pullman', 'Bebe Neuwirth']","A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor."
713,Beast,"Crime, Drama, Mystery            ",Michael Pearce,"['Jessie Buckley', 'Geraldine James', 'Johnny Flynn', 'Shannon Tarbet']",A troubled woman living in an isolated community finds herself pulled between the control of her oppressive family and the allure of a secretive outsider suspected of a series of brutal murders.
714,Paranormal Activity 3,"Horror, Mystery, Thriller            ",Henry Joost,"['Ariel Schulman', 'Chloe Csengery', 'Jessica Tyler Brown', 'Christopher Nicholas Smith', 'Lauren Bittner']","In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home."
715,Mercy Black,"Horror, Mystery, Thriller            ",Owen Egerton,"['Daniella Pineda', 'Austin Amelio', 'Elle LaMont', 'Lee Eddy']","A woman is sent to a mental institution after stabbing her classmate in an attempt to conjure an evil spirit called, Mercy Black. Fifteen years later she's released, and must save her nephew, who has become obsessed with the phenomenon."
716,The Dyatlov Pass Incident,"Horror, Mystery, Thriller            ",Renny Harlin,"['Holly Goss', 'Matt Stokoe', 'Luke Albright', 'Ryan Hawley']","A group of students go the location of the infamous Dyatlov pass incident to make a documentary, but things take a turn for the worse as the secret of what happened there is revealed."
717,A Shot in the Dark,"Comedy, Mystery            ",Blake Edwards,"['Peter Sellers', 'Elke Sommer', 'George Sanders', 'Herbert Lom']",Inspector Jacques Clouseau investigates the murder of Mr. Benjamin Ballon's driver at a country estate.
718,Awake,"Crime, Drama, Mystery            ",Joby Harold,"['Hayden Christensen', 'Jessica Alba', 'Terrence Howard', 'Lena Olin']",A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.
719,The Double,"Comedy, Drama, Mystery            ",Richard Ayoade,"['Jesse Eisenberg', 'Mia Wasikowska', 'Wallace Shawn', 'Noah Taylor']","A clerk in a government agency finds his unenviable life takes a turn for the horrific with the arrival of a new co-worker who is both his exact physical double and his opposite - confident, charismatic and seductive with women."
720,Kvinden i buret,"Crime, Mystery, Thriller            ",Mikkel Nørgaard,"['Nikolaj Lie Kaas', 'Per Scheel Krüger', 'Troels Lyby', 'Øyvind B. Fabricius Holm']","Police inspector Carl Mørck is put in charge of a department of cold cases, joined only by his assistant, Assad. They dig into a case about a disappeared woman."
721,Jessabelle,"Drama, Horror, Mystery            ",Kevin Greutert,"['Sarah Snook', 'Mark Webber', 'Joelle Carter', 'David Andrews']","Returning to her childhood home in Louisiana to recuperate from a horrific car accident, Jessabelle comes face to face with a long-tormented spirit that has been seeking her return -- and has no intention of letting her escape."
722,8 Heads in a Duffel Bag,"Adventure, Comedy, Crime            ",Tom Schulman,"['Joe Pesci', 'Andy Comeau', 'Kristy Swanson', 'George Hamilton']","A mob bagman finds that his luggage, containing the proof of his gang's latest hit, has been switched."
723,Paranormal Activity 4,"Horror, Mystery, Thriller            ",Henry Joost,"['Ariel Schulman', 'Stephen Dunham', 'Katie Featherston', 'Matt Shively', 'Brendon Eggertsen']","It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in."
724,Domestic Disturbance,"Crime, Mystery, Thriller            ",Harold Becker,"['John Travolta', 'Nick Loren', ""Matt O'Leary"", 'Ruben Santiago-Hudson']","When Danny witnesses his stepfather Rick murder a man, Danny's father Frank has to protect his son from the greatest danger."
725,Rememory,"Drama, Mystery, Sci-Fi            ",Mark Palansky,"['Peter Dinklage', 'Matt Ellis', 'Jordana Largy', 'Martin Donovan']","Gordon invents the Rememory machine that allows him to see memories as they actually were. He dies in his office. Is it murder? Sam investigates by using the machine ""borrowed"" from Gordon's wife. He looks at memories of others involved."
726,Proof,"Drama, Mystery            ",John Madden,"['Gwyneth Paltrow', 'Anthony Hopkins', 'Hope Davis', 'Jake Gyllenhaal']","The daughter of a brilliant but mentally disturbed mathematician, recently deceased, tries to come to grips with her possible inheritance: his insanity. Complicating matters are one of her father's ex-students, who wants to search through his papers, and her estranged sister, who shows up to help settle his affairs."
727,Diqiu zuihou de yewan,"Drama, Mystery            ",Bi Gan,"['Wei Tang', 'Jue Huang', 'Sylvia Chang', 'Hong-Chi Lee']","A man went back to Guizhou, found the tracks of a mysterious woman. He recalls the summer he spent with her twenty years ago."
728,One Missed Call,"Horror, Mystery            ",Eric Valette,"['Edward Burns', 'Shannyn Sossamon', 'Ana Claudia Talancón', 'Ray Wise']","Several people start receiving voice-mails from their future selves - messages which include the date, time, and some of the details of their deaths."
729,Clifton Hill,"Drama, Mystery, Thriller            ",Albert Shin,"['Tuppence Middleton', 'Hannah Gross', 'Marie-Josée Croze', 'Eric Johnson']","Follows a troubled young woman returning to her hometown of Niagara Falls, where the memory of a long-ago kidnapping quickly ensnares her."
730,Sometimes Always Never,"Comedy, Drama, Mystery            ",Carl Hunter,"['Bill Nighy', 'Sam Riley', 'Alice Lowe', 'Jenny Agutter']",A detective fantasy / family drama where a love of words helps a father reconnect with a missing son.
731,Siren,"Horror, Mystery, Thriller            ",Gregg Bishop,"['Chase Williamson', 'Hannah Fierman', 'Justin Welborn', 'Hayes Mercure']",A bachelor party becomes a savage fight for survival when the groomsmen unwittingly unleash a fabled predator upon the festivities.
732,Transsiberian,"Crime, Drama, Mystery            ",Brad Anderson,"['Woody Harrelson', 'Emily Mortimer', 'Ben Kingsley', 'Kate Mara']",A Transsiberian train journey from China to Moscow becomes a thrilling chase of deception and murder when an American couple encounters a mysterious pair of fellow travelers.
733,The Raven,"Crime, Mystery, Thriller            ",James McTeigue,"['John Cusack', 'Alice Eve', 'Luke Evans', 'Brendan Gleeson']","When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality."
734,The 39 Steps,"Film-Noir, Mystery, Thriller            ",Alfred Hitchcock,"['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim', 'Godfrey Tearle']","A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information."
735,The Duke of Burgundy,"Drama, Mystery, Romance            ",Peter Strickland,"['Sidse Babett Knudsen', 'Monica Swinn', ""Chiara D'Anna"", 'Kata Bartsch']",A woman who studies butterflies and moths tests the limits of her relationship with her lesbian lover.
736,My Bloody Valentine,"Horror, Mystery, Thriller            ",George Mihalka,"['Paul Kelman', 'Lori Hallier', 'Neil Affleck', 'Keith Knight']",A decades-old folk tale surrounding a deranged murderer killing those who celebrate Valentine's Day turns out to be true to legend when a group defies the killer's order and people start turning up dead.
737,Dragonfly,"Drama, Fantasy, Mystery            ",Tom Shadyac,"['Kevin Costner', 'Susanna Thompson', 'Joe Morton', 'Ron Rifkin']",A grieving doctor is being contacted by his deceased wife through his patients' near death experiences.
738,Teströl és lélekröl,"Drama, Fantasy, Mystery            ",Ildikó Enyedi,"['Alexandra Borbély', 'Géza Morcsányi', 'Réka Tenki', 'Zoltán Schneider']","When slaughterhouse workers Endre and Mária discover they share the same dreams, where they meet in a forest as deer and fall in love, they decide to make their dreams come true, but it's difficult in real life."
739,The House on Sorority Row,"Horror, Mystery, Thriller            ",Mark Rosman,"['Kate McNeil', 'Eileen Davidson', 'Janis Ward', 'Robin Meloy']","After a seemingly innocent prank goes horribly wrong, a group of sorority sisters are stalked and murdered one by one in their sorority house while throwing a party to celebrate their graduation."
740,The Haunting in Connecticut,"Drama, Horror, Mystery            ",Peter Cornwell,"['Virginia Madsen', 'Martin Donovan', 'Elias Koteas', 'Kyle Gallner']","After a family is forced to relocate for their son's health, they begin experiencing supernatural behavior in their new home, and uncover a sinister history."
741,Parkland,"Drama, History, Mystery            ",Peter Landesman,"['Zac Efron', 'Tom Welling', 'Billy Bob Thornton', 'Paul Giamatti']",A recounting of the chaotic events that occurred at Dallas' Parkland Hospital on the day U.S. President John F. Kennedy was assassinated.
742,The Quiet Ones,"Horror, Mystery, Thriller            ",John Pogue,"['Jared Harris', 'Sam Claflin', 'Olivia Cooke', 'Erin Richards']","A university professor and a team of students conduct an experiment on a young woman, uncovering terrifyingly dark, unexpected forces in the process."
743,Perfect Stranger,"Crime, Horror, Mystery            ",James Foley,"['Halle Berry', 'Bruce Willis', 'Giovanni Ribisi', 'Richard Portnow']","A journalist goes undercover to ferret out businessman Harrison Hill as her childhood friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse."
744,High Anxiety,"Comedy, Mystery, Thriller            ",Mel Brooks,"['Mel Brooks', 'Madeline Kahn', 'Cloris Leachman', 'Harvey Korman']","A psychiatrist with intense acrophobia (fear of heights) goes to work for a mental institution run by doctors who appear to be crazier than their patients, and have secrets that they are willing to commit murder to keep."
745,Hoodwinked!,"Animation, Comedy, Crime            ",Cory Edwards,"['Todd Edwards', 'Tony Leech', 'Anne Hathaway', 'Glenn Close', 'Patrick Warburton', 'Jim Belushi']","Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter."
746,Communion,"Crime, Drama, Horror            ",Alfred Sole,"['Linda Miller', 'Mildred Clinton', 'Paula E. Sheppard', 'Niles McMaster']","In 1961, a divorced catholic couple's life is turned upside down when one of their two adolescent daughters is suspected of her younger sister's brutal murder during her First Communion, and a series of subsequent stabbings."
747,Psycho III,"Horror, Mystery, Thriller            ",Anthony Perkins,"['Anthony Perkins', 'Diana Scarwid', 'Jeff Fahey', 'Roberta Maxwell']","Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching."
748,Nancy Drew,"Comedy, Crime, Family            ",Andrew Fleming,"['Emma Roberts', 'Tate Donovan', 'Max Thieriot', 'Craig Gellis']","Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star."
749,Eddie and the Cruisers,"Drama, Music, Mystery            ",Martin Davidson,"['Tom Berenger', 'Michael Paré', 'Joe Pantoliano', 'Matthew Laurance']","A television newswoman picks up the story of a 1960s rock band whose long-lost leader - Eddie Wilson - may still be alive, while searching for the missing tapes of the band's never-released album."
750,Bubba Ho-Tep,"Comedy, Fantasy, Horror            ",Don Coscarelli,"['Bruce Campbell', 'Ossie Davis', 'Bob Ivy', 'Ella Joyce']","Elvis Presley and a black ""JFK"" stay in a nursing home where nothing happens - until a wayward Egyptian mummy comes and sucks out the old people's souls thru their a-holes. The two decide to fight back."
751,Mr. Holmes,"Drama, Mystery            ",Bill Condon,"['Ian McKellen', 'Laura Linney', 'Hiroyuki Sanada', 'Hattie Morahan']","An aged, retired Sherlock Holmes deals with early dementia, as he tries to remember his final case, and a mysterious woman, whose memory haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again."
752,Foul Play,"Comedy, Mystery, Thriller            ",Colin Higgins,"['Goldie Hawn', 'Chevy Chase', 'Burgess Meredith', 'Rachel Roberts']","A shy San Francisco librarian and a bumbling cop fall in love as they solve a crime involving albinos, dwarves, and the Catholic Church."
753,11:14,"Crime, Drama, Mystery            ",Greg Marcks,"['Henry Thomas', 'Colin Hanks', 'Ben Foster', 'Patrick Swayze']","The events leading up to an 11:14 p.m. car crash, from five very different perspectives."
754,88 Minutes,"Crime, Drama, Mystery            ",Jon Avnet,"['Al Pacino', 'Alicia Witt', 'Ben McKenzie', 'Leelee Sobieski']","On the day that a serial killer that he helped put away is supposed to be executed, a noted forensic psychologist and college professor receives a call informing him that he has 88 minutes left to live."
755,The Overnight,"Comedy, Mystery            ",Patrick Brice,"['Adam Scott', 'Taylor Schilling', 'Jason Schwartzman', 'Judith Godrèche']","Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family ""playdate"" becomes increasingly interesting as the night goes on."
756,The Tall Man,"Crime, Drama, Horror            ",Pascal Laugier,"['Jessica Biel', 'Jodelle Ferland', 'William B. Davis', 'Stephen McHattie']","When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children."
757,The Order,"Horror, Mystery, Thriller            ",Brian Helgeland,"['Heath Ledger', 'Mark Addy', 'Shannyn Sossamon', 'Benno Fürmann']",A young priest is sent to Rome to investigate the troubling death of the head of his order.
758,Another 48 Hrs.,"Action, Comedy, Crime            ",Walter Hill,"['Eddie Murphy', 'Nick Nolte', 'Brion James', 'Kevin Tighe']","Jack Cates once again enlists the aid of ex-con Reggie Hammond--this time, to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area."
759,Paranormal Activity: The Marked Ones,"Horror, Mystery, Thriller            ",Christopher Landon,"['Andrew Jacobs', 'Jorge Diaz', 'Gabrielle Walsh', 'Gloria Sandoval']","When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him."
760,The Little Girl Who Lives Down the Lane,"Drama, Horror, Mystery            ",Nicolas Gessner,"['Jodie Foster', 'Martin Sheen', 'Alexis Smith', 'Mort Shuman']","13-year-old Rynn Jacobs lives alone in a high-class Quebec small town, but unknown to the neighbors, she is leading a secret and dangerous life."
761,Suspicion,"Mystery, Thriller            ",Alfred Hitchcock,"['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce']","A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her."
762,Fasandræberne,"Crime, Mystery, Thriller            ",Mikkel Nørgaard,"['Nikolaj Lie Kaas', 'Fares Fares', 'Pilou Asbæk', 'David Dencik']","The murder of young twins initially implicates a group of upper class students as the killers, though the case takes a turn or two from its starting point."
763,I Think We're Alone Now,"Drama, Mystery, Sci-Fi            ",Reed Morano,"['Peter Dinklage', 'Elle Fanning', 'Charlotte Gainsbourg', 'Paul Giamatti']",The apocalypse proves a blessing in disguise for one lucky recluse -- until a second survivor arrives with the threat of companionship.
764,Birth,"Drama, Fantasy, Mystery            ",Jonathan Glazer,"['Nicole Kidman', 'Cameron Bright', 'Lauren Bacall', 'Danny Huston']",A young boy attempts to convince a woman that he is her dead husband reborn.
765,Universal Soldier: Day of Reckoning,"Action, Horror, Mystery            ",John Hyams,"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Scott Adkins', 'Mariah Bonner']","John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit."
766,The Pink Panther 2,"Action, Adventure, Comedy            ",Harald Zwart,"['Steve Martin', 'Jean Reno', 'Emily Mortimer', 'Andy Garcia']",Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.
767,The Two Jakes,"Crime, Drama, Mystery            ",Jack Nicholson,"['Jack Nicholson', 'Harvey Keitel', 'Meg Tilly', 'Madeleine Stowe']","The sequel to Chinatown (1974) finds J.J. ""Jake"" Gittes investigating adultery and murder, and the money that comes from oil."
768,Remember,"Drama, Mystery, Thriller            ",Atom Egoyan,"['Christopher Plummer', 'Kim Roberts', 'Amanda Smith', 'Martin Landau']","With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person he believes to be responsible for the death of his family in the death camp to kill him himself."
769,The Super,"Horror, Mystery, Thriller            ",Stephan Rick,"['Patrick John Flueger', 'Val Kilmer', 'Louisa Krause', 'Mattea Conforti']",A man becomes the superintendent of a large New York City apartment building where people mysteriously go missing.
770,Lone Star,"Drama, Mystery            ",John Sayles,"['Chris Cooper', 'Elizabeth Peña', 'Stephen Mendillo', 'Stephen J. Lang']","When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town."
771,Lantana,"Drama, Mystery, Romance            ",Ray Lawrence,"['Anthony LaPaglia', 'Geoffrey Rush', 'Rachael Blake', 'Kerry Armstrong']",The relationships of four couples unravel after the discovery of a young woman's body in Lantana bush in suburban Sydney.
772,Reversal of Fortune,"Biography, Drama, Mystery            ",Barbet Schroeder,"['Jeremy Irons', 'Glenn Close', 'Ron Silver', 'Annabella Sciorra']","Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal."
773,The Forgotten,"Drama, Mystery, Sci-Fi            ",Joseph Ruben,"['Julianne Moore', 'Dominic West', 'Christopher Kovaleski', 'Matthew Pleszewicz']","After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work."
774,Intrigo: Death of an Author,"Crime, Drama, Mystery            ",Daniel Alfredson,"['Ben Kingsley', 'Benno Fürmann', 'Tuva Novotny', 'Michael Byrne']",One solitary man at the rudder in a small open boat ploughs through a troubled sea off the Dutch coast.
775,Dead Again,"Crime, Drama, Mystery            ",Kenneth Branagh,"['Kenneth Branagh', 'Emma Thompson', 'Andy Garcia', 'Lois Hall']","A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives."
776,Looking Glass,"Mystery, Thriller            ",Tim Hunter,"['Nicolas Cage', 'Robin Tunney', 'Marc Blucas', 'Jacque Gray']","A couple buy a desert motel where they find that strange, mysterious events occur."
777,Devil in a Blue Dress,"Crime, Drama, Mystery            ",Carl Franklin,"['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Don Cheadle']","An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal."
778,The Prowler,"Horror, Mystery, Thriller            ",Joseph Zito,"['Vicky Dawson', 'Christopher Goutman', 'Lawrence Tierney', 'Farley Granger']","An unknown killer, clad in World War II U.S. Army fatigues, stalks a small New Jersey town bent on reliving a 35 year-old double murder by focusing on a group of college kids holding an annual Spring Dance."
779,A Dark Song,"Drama, Fantasy, Horror            ",Liam Gavin,"['Steve Oram', 'Catherine Walker', 'Susan Loughnane', 'Mark Huberman']",A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.
780,Shut In,"Drama, Horror, Mystery            ",Farren Blackburn,"['Naomi Watts', 'Charlie Heaton', 'Jacob Tremblay', 'Oliver Platt']","A widowed child psychologist lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever."
781,Cry Wolf,"Drama, Horror, Mystery            ",Jeff Wadlow,"['Julian Morris', 'Lindy Booth', 'Jared Padalecki', 'Erica Yates']","Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth."
782,Manhattan Nocturne,"Crime, Drama, Mystery            ",Brian DeCubellis,"['Adrien Brody', 'Yvonne Strahovski', 'Campbell Scott', 'Jennifer Beals']",A reporter becomes involved with a mysterious woman while investigating her late husband's death.
783,Atlas Shrugged: Part I,"Drama, Mystery, Sci-Fi            ",Paul Johansson,"['Taylor Schilling', 'Grant Bowler', 'Matthew Marsden', 'Edi Gathegi']",Railroad executive Dagny Taggart and steel mogul Henry Rearden form an alliance to fight the increasingly authoritarian government of the United States.
784,Risen,"Action, Drama, History            ",Kevin Reynolds,"['Joseph Fiennes', 'Tom Felton', 'Peter Firth', 'Cliff Curtis']","In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of Jesus Christ, who rose from the dead."
785,The Perfect Guy,"Crime, Drama, Horror            ",David M. Rosenthal,"['Sanaa Lathan', 'Michael Ealy', 'Morris Chestnut', 'L. Scott Caldwell']","After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
786,Piercing,"Horror, Mystery, Thriller            ",Nicolas Pesce,"['Christopher Abbott', 'Mia Wasikowska', 'Laia Costa', 'Olivia Bond']","A man kisses his wife and baby goodbye and seemingly heads away on business, with a plan to check into a hotel, call an escort service, and kill an unsuspecting prostitute."
787,Tom à la ferme,"Drama, Mystery, Thriller            ",Xavier Dolan,"['Xavier Dolan', 'Pierre-Yves Cardinal', 'Lise Roy', 'Evelyne Brochu']","A grieving man meets his lover's family, who were not aware of their son's sexual orientation."
788,Holidays,"Fantasy, Horror, Mystery            ",Anthony Scott Burns,"['Kevin Kölsch', 'Nicholas McCarthy', 'Adam Egypt Mortimer', 'Gary Shore', 'Kevin Smith', 'Sarah Adina Smith', 'Scott Stewart', 'Dennis Widmyer', 'Madeleine Coghlan', 'Savannah Kennick', 'Rick Peters', 'Kate Rachesky']","HOLIDAYS is an anthology feature film that puts a uniquely dark and original spin on some of the most iconic and beloved holidays of all time by challenging our folklore, traditions and assumptions."
789,Mænd & høns,"Comedy, Drama, Mystery            ",Anders Thomas Jensen,"['David Dencik', 'Mads Mikkelsen', 'Nikolaj Lie Kaas', 'Søren Malling']","Two outcast brothers, through getting to know their unknown family, discover a horrible truth about themselves and their relatives."
790,La sconosciuta,"Drama, Mystery, Thriller            ",Giuseppe Tornatore,"['Kseniya Rappoport', 'Michele Placido', 'Claudia Gerini', 'Piera Degli Esposti']","Haunted by a horrible past, a Ukrainian young woman calculatedly insinuates herself into the life of a rich Italian family."
791,Julieta,"Drama, Mystery, Romance            ",Pedro Almodóvar,"['Emma Suárez', 'Adriana Ugarte', 'Daniel Grao', 'Inma Cuesta']","After a casual encounter, a brokenhearted woman decides to confront her life and the most important events about her stranded daughter."
792,6 Souls,"Horror, Mystery, Thriller            ",Måns Mårlind,"['Björn Stein', 'Julianne Moore', 'Jonathan Rhys Meyers', 'Jeffrey DeMunn', 'Frances Conroy']",A forensic psychiatrist discovers that all but one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.
793,Eye of the Beholder,"Drama, Mystery, Thriller            ",Stephan Elliott,"['Ewan McGregor', 'Ashley Judd', 'Patrick Bergin', 'Geneviève Bujold']","A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel."
794,The Ninth Configuration,"Comedy, Drama, Horror            ",William Peter Blatty,"['Stacy Keach', 'Scott Wilson', 'Jason Miller', 'Ed Flanders']",A former marine arrives at a mental asylum housed in a remote castle to run it. There he attempts to rehabilitate the patients by letting them act out their craziest fantasies and desires.
795,Area 51,"Horror, Mystery, Sci-Fi            ",Oren Peli,"['Reid Warner', 'Darrin Bragg', 'Ben Rovner', 'Jelena Nik']","Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets."
796,Antiviral,"Horror, Mystery, Sci-Fi            ",Brandon Cronenberg,"['Caleb Landry Jones', 'Lisa Berry', 'Sarah Gadon', 'Malcolm McDowell']","In a blackly satirical near future, a thriving industry sells celebrity illnesses to their obsessed fans. Employee Syd March's attempts to exploit the system backfire when they involve him in a potentially deadly mystery."
797,Exorcist: The Beginning,"Horror, Mystery, Thriller            ",Renny Harlin,"['Stellan Skarsgård', 'Izabella Scorupco', ""James D'Arcy"", 'Remy Sweeney']","Years before Father Lankester Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith."
798,Urban Legends: Final Cut,"Horror, Mystery, Thriller            ",John Ottman,"['Jennifer Morrison', 'Matthew Davis', 'Hart Bochner', 'Loretta Devine']",A film school is the center of a fresh spate of killings based on urban legends.
