,Title,Genre,Director,Actors,Plot
584,Copycat,"Drama, Mystery, Thriller            ",Jon Amiel,"['Sigourney Weaver', 'Holly Hunter', 'Dermot Mulroney', 'William McNamara']",An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
585,Cruising,"Crime, Drama, Mystery            ",William Friedkin,"['Al Pacino', 'Paul Sorvino', 'Karen Allen', 'Richard Cox']",A police detective goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.
586,The Boys from Brazil,"Drama, Mystery, Thriller            ",Franklin J. Schaffner,"['Gregory Peck', 'Laurence Olivier', 'James Mason', 'Lilli Palmer']",A Nazi hunter in Paraguay discovers a sinister and bizarre plot to rekindle the Third Reich.
587,Flickan som lekte med elden,"Crime, Drama, Mystery            ",Daniel Alfredson,"['Noomi Rapace', 'Michael Nyqvist', 'Lena Endre', 'Peter Andersson']","As computer hacker Lisbeth and journalist Mikael investigate a sex-trafficking ring, Lisbeth is accused of three murders, causing her to go on the run while Mikael works to clear her name."
588,Flightplan,"Drama, Mystery, Thriller            ",Robert Schwentke,"['Jodie Foster', 'Peter Sarsgaard', 'Sean Bean', 'Kate Beahan']","A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet, the child vanishes, and nobody will admit she was ever on the plane."
589,Broken Flowers,"Comedy, Drama, Mystery            ",Jim Jarmusch,"['Bill Murray', 'Jessica Lange', 'Sharon Stone', 'Julie Delpy']","As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers."
590,Kill the Messenger,"Biography, Crime, Drama            ",Michael Cuesta,"['Jeremy Renner', 'Robert Patrick', 'Jena Sims', 'Robert Pralgo']","Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua."
591,Black Death,"Action, Drama, History            ",Christopher Smith,"['Eddie Redmayne', 'Sean Bean', 'Carice van Houten', 'Kimberley Nixon']","Set during the time of the first outbreak of bubonic plague in England, a young monk is given the task of learning the truth about reports of people being brought back to life in a small village."
592,The Dead Pool,"Action, Crime, Mystery            ",Buddy Van Horn,"['Clint Eastwood', 'Liam Neeson', 'Patricia Clarkson', 'Evan C. Kim']","Inspector ""Dirty"" Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target."
593,In the Valley of Elah,"Crime, Drama, Mystery            ",Paul Haggis,"['Tommy Lee Jones', 'Charlize Theron', 'Jonathan Tucker', 'Jason Patric']",A retired military investigator works with a police detective to uncover the truth behind his son's disappearance following his return from a tour of duty in Iraq.
594,Muppets Most Wanted,"Adventure, Comedy, Crime            ",James Bobin,"['Ricky Gervais', 'Ty Burrell', 'Tina Fey', 'Steve Whitmire']","While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick."
595,The Mothman Prophecies,"Drama, Horror, Mystery            ",Mark Pellington,"['Richard Gere', 'Laura Linney', 'David Eigenberg', 'Bob Tracey']","A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities."
596,Epic,"Animation, Adventure, Family            ",Chris Wedge,"['Amanda Seyfried', 'Josh Hutcherson', 'Beyoncé', 'Colin Farrell']",A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.
597,Untraceable,"Crime, Mystery, Thriller            ",Gregory Hoblit,"['Diane Lane', 'Colin Hanks', 'Joseph Cross', 'Billy Burke']","FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal."
598,The Pledge,"Crime, Drama, Mystery            ",Sean Penn,"['Jack Nicholson', 'Benicio Del Toro', 'Patricia Clarkson', 'Beau Daniels']",A retiring police detective pledges to catch the killer of a young child.
599,Mirrors,"Horror, Mystery            ",Alexandre Aja,"['Kiefer Sutherland', 'Paula Patton', 'Amy Smart', 'Cameron Boyce']",An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.
600,The Deep,"Adventure, Mystery, Thriller            ",Peter Yates,"['Jacqueline Bisset', 'Nick Nolte', 'Dick Anthony Williams', 'Robert Shaw']","In Bermuda, two amateur treasure-hunting divers have a run-in with local criminals when they inadvertently discover the secret cargo of a World War II shipwreck."
601,Prom Night,"Horror, Mystery            ",Nelson McCormick,"['Brittany Snow', 'Scott Porter', 'Jessica Stroup', 'Dana Davis']","Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends."
602,Profondo rosso,"Horror, Mystery, Thriller            ",Dario Argento,"['David Hemmings', 'Daria Nicolodi', 'Gabriele Lavia', 'Macha Méril']",A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.
603,Conspiracy Theory,"Action, Mystery, Thriller            ",Richard Donner,"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart', 'Cylk Cozart']","A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is."
604,A Kind of Murder,"Crime, Drama, Mystery            ",Andy Goddard,"['Patrick Wilson', 'Jessica Biel', 'Haley Bennett', 'Vincent Kartheiser']","In 1960s New York, Walter Stackhouse is a successful architect married to the beautiful Clara who leads a seemingly perfect life. But his fascination with an unsolved murder leads him into a spiral of chaos as he is forced to play cat-and-mouse with a clever killer and an overambitious detective, while at the same time lusting after another woman."
605,Ne le dis à personne,"Crime, Drama, Mystery            ",Guillaume Canet,"['François Cluzet', 'Marie-Josée Croze', 'André Dussollier', 'Kristin Scott Thomas']","An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?"
606,Six Degrees of Separation,"Comedy, Drama, Mystery            ",Fred Schepisi,"['Will Smith', 'Stockard Channing', 'Donald Sutherland', 'Ian McKellen']","An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is."
607,Hable con ella,"Drama, Mystery, Romance            ",Pedro Almodóvar,"['Rosario Flores', 'Javier Cámara', 'Darío Grandinetti', 'Leonor Watling']",Two men share an odd friendship while they care for two women who are both in deep comas.
608,The Net,"Action, Crime, Drama            ",Irwin Winkler,"['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller', 'Diane Baker']","A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger."
609,Wicker Park,"Drama, Mystery, Romance            ",Paul McGuigan,"['Josh Hartnett', 'Diane Kruger', 'Matthew Lillard', 'Rose Byrne']","A young Chicago advertising executive believes a woman he sees in a café is his long-lost love. His belief leads to obsession, as he puts his life on hold in order to trail her."
610,The Possession of Hannah Grace,"Horror, Mystery, Thriller            ",Diederik Van Rooijen,"['Shay Mitchell', 'Grey Damon', 'Kirby Johnson', 'Nick Thune']","When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses."
611,Saw V,"Fantasy, Horror, Mystery            ",David Hackl,"['Scott Patterson', 'Costas Mandylor', 'Tobin Bell', 'Betsy Russell']","Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests."
612,The Watcher,"Crime, Drama, Mystery            ",Joe Charbanic,"['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson']",David is a serial killer of young women. Joel was in charge of catching him in LA. He moved to Chicago a broken man. So did David and sends him photos of his next victims 24 hours before the murders.
613,All Good Things,"Crime, Drama, Mystery            ",Andrew Jarecki,"['Ryan Gosling', 'Kirsten Dunst', 'Frank Langella', 'Lily Rabe']","Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed."
614,After.Life,"Drama, Mystery, Thriller            ",Agnieszka Wojtowicz-Vosloo,"['Christina Ricci', 'Liam Neeson', 'Justin Long', 'Chandler Canterbury']","After a car accident, a young woman caught between life and death meets a funeral director who claims to have the gift of transitioning the dead into the afterlife."
615,Lions for Lambs,"Crime, Drama, Mystery            ",Robert Redford,"['Tom Cruise', 'Meryl Streep', 'Robert Redford', 'Michael Peña']","Injuries sustained by two Army rangers behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor."
616,Don't Let Go,"Drama, Horror, Mystery            ",Jacob Estes,"['David Oyelowo', 'Storm Reid', 'Mykelti Williamson', 'Alfred Molina']","After a man's family dies in what appears to be a murder, he gets a phone call from one of the dead, his niece. He's not sure if she's a ghost or if he's going mad, but as it turns out, he's not."
617,I.T.,"Crime, Drama, Mystery            ",John Moore,"['Pierce Brosnan', 'Jason Barry', 'Karen Moskow', 'Kai Ryssdal']",A millionaire has his life turned upside down after firing his I.T. consultant.
618,The Exorcist III,"Drama, Horror, Mystery            ",William Peter Blatty,"['George C. Scott', 'Ed Flanders', 'Brad Dourif', 'Jason Miller']","A police Lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward."
619,Das weiße Band - Eine deutsche Kindergeschichte,"Drama, History, Mystery            ",Michael Haneke,"['Christian Friedel', 'Ernst Jacobi', 'Leonie Benesch', 'Ulrich Tukur']","Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
620,Rings,"Drama, Horror, Mystery            ",F. Javier Gutiérrez,"['Matilda Anna Ingrid Lutz', 'Alex Roe', 'Johnny Galecki', ""Vincent D'Onofrio""]",A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.
621,Blair Witch,"Horror, Mystery, Thriller            ",Adam Wingard,"['James Allen McCune', 'Callie Hernandez', 'Corbin Reid', 'Brandon Scott']","After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch."
622,Darkness Falls,"Fantasy, Horror, Mystery            ",Jonathan Liebesman,"['Chaney Kley', 'Emma Caulfield Ford', 'Antony Burrows', 'Lee Cormie']","A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before."
623,Flowers in the Attic,"Drama, Mystery, Thriller            ",Jeffrey Bloom,"['Louise Fletcher', 'Victoria Tennant', 'Kristy Swanson', 'Jeb Stuart Adams']",Children are hidden away in the attic by their conspiring mother and grandmother.
624,Friend Request,"Horror, Mystery, Thriller            ",Simon Verhoeven,"['Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo', 'Brit Morgan']","When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends."
